pincode,area,lat,lng,district,state,type
396035,Valsad I.E.,20.4179,73.1217,Valsad,Gujarat,unknown
396040,Toranvera,20.8134,73.0929,Navsari,Gujarat,unknown
396045,Fanaswada,20.4179,73.1217,Valsad,Gujarat,unknown
396050,Bilpudi,20.4179,73.1217,Valsad,Gujarat,unknown
396051,Lakadbari,20.8134,73.0929,Navsari,Gujarat,unknown
396055,Gadaria,20.5571,73.047,Valsad,Gujarat,unknown
396060,Pipalkhed,20.8134,73.0929,Navsari,Gujarat,unknown
396065,Nanivahiyal,20.3311,73.1888,Valsad,Gujarat,unknown
396067,Chandvegan,20.3311,73.1888,Valsad,Gujarat,unknown
396105,Kalai,20.3633,72.8226,Valsad,Gujarat,unknown
396110,Vaghrej,20.8134,73.0929,Navsari,Gujarat,unknown
396115,Kolak,20.4688,72.8614,Valsad,Gujarat,unknown
396120,Manekpore,20.4179,73.1217,Valsad,Gujarat,unknown
396125,Sukesh,20.4179,73.1217,Valsad,Gujarat,unknown
396126,Varna,20.4179,73.1217,Valsad,Gujarat,unknown
396130,Maroli Sanjan,20.2282,72.7492,Valsad,Gujarat,unknown
396135,Tadgam,20.2282,72.7492,Valsad,Gujarat,unknown
396140,Kalgam,20.4394,73.0413,Valsad,Gujarat,unknown
396145,Dumlav,20.4394,73.0413,Valsad,Gujarat,unknown
396150,Sanjan Bandar,20.4179,73.1217,Valsad,Gujarat,unknown
396155,Angam,20.4179,73.1217,Valsad,Gujarat,unknown
396165,Solsumba,20.4179,73.1217,Valsad,Gujarat,unknown
396170,Umargam,20.1972,72.7503,Valsad,Gujarat,unknown
396171,Umargam I.E.,20.1972,72.7503,Valsad,Gujarat,unknown
396180,Udvada,20.4854,72.8686,Valsad,Gujarat,unknown
396185,Tukwada,20.4854,72.8686,Valsad,Gujarat,unknown
396191,Chala,20.3765,72.9626,Valsad,Gujarat,unknown
396193,Nani Tambadi,20.4179,73.1217,Valsad,Gujarat,unknown
396195,Chanod Md,20.4179,73.1217,Valsad,Gujarat,unknown
396210,Nani Vankad,20.4143,72.8324,Daman,Dadra and Nagar Haveli and Daman and Diu,unknown
396215,Dabhel,20.4095,72.8834,Daman,Dadra and Nagar Haveli and Daman and Diu,unknown
396220,Magarwada,20.3467,72.9847,Daman,Dadra and Nagar Haveli and Daman and Diu,unknown
396230,Khadoli,20.194,73.0734,Valsad,Gujarat,unknown
396235,Anklas,20.4179,73.1217,Valsad,Gujarat,unknown
396240,Meghval,20.4179,73.1217,Valsad,Gujarat,unknown
396310,Taliarabo,20.8134,73.0929,Navsari,Gujarat,unknown
396321,Bilimora H.O,20.8134,73.0929,Navsari,Gujarat,unknown
396325,Nandarkha,20.8134,73.0929,Navsari,Gujarat,unknown
396350,Gadat (Navsari),20.8134,73.0929,Navsari,Gujarat,unknown
396360,Ajarai,20.8121,72.9981,Navsari,Gujarat,unknown
396370,Kachholi,20.838,72.9738,Navsari,Gujarat,unknown
396375,Dharasana,20.6849,72.92,Valsad,Gujarat,unknown
396380,Devsar,20.7851,72.984,Navsari,Gujarat,unknown
396385,Untdi,20.4179,73.1217,Valsad,Gujarat,unknown
396403,Aat,20.8134,73.0929,Navsari,Gujarat,unknown
396406,Abrama,20.8587,72.9065,Navsari,Gujarat,unknown
396409,Alipore,20.8134,73.0929,Navsari,Gujarat,unknown
396412,Onjal,21.0384,72.9498,Navsari,Gujarat,unknown
396415,Dabhel,21.0402,72.9484,Navsari,Gujarat,unknown
396418,Supakurel,21.0384,72.9498,Navsari,Gujarat,unknown
396421,Jalalpore,20.949,72.8983,Navsari,Gujarat,unknown
396424,Kabilpore,20.949,72.8983,Navsari,Gujarat,unknown
396427,Kaliawadi,20.949,72.8983,Navsari,Gujarat,unknown
396430,Gandeva,20.8638,73.0783,Navsari,Gujarat,unknown
396433,Khadsupa Boarding,20.9953,72.9463,Navsari,Gujarat,unknown
396436,Bhinar,20.8216,73.333,Navsari,Gujarat,unknown
396439,Matvad,20.923,72.8307,Navsari,Gujarat,unknown
396440,Pethan,20.9904,72.8927,Navsari,Gujarat,unknown
396445,Junathana,20.9904,72.8927,Navsari,Gujarat,unknown
396450,Eru,20.9904,72.8927,Navsari,Gujarat,unknown
396460,Panar,20.8228,72.892,Navsari,Gujarat,unknown
396463,Italva,20.9357,72.9794,Navsari,Gujarat,unknown
396466,Dabhlai,20.9097,73.1205,Navsari,Gujarat,unknown
396469,Kurel,20.8894,72.9973,Navsari,Gujarat,unknown
396472,Mandir,21.031,72.9751,Navsari,Gujarat,unknown
396475,Pinsad,21.031,72.9751,Navsari,Gujarat,unknown
396510,Anaval,21.2623,73.0694,Surat,Gujarat,unknown
396521,Amadhara,20.8134,73.0929,Navsari,Gujarat,unknown
396530,Suthvad,20.8134,73.0929,Navsari,Gujarat,unknown
396540,Vandervela,20.8134,73.0929,Navsari,Gujarat,unknown
396560,Harangam,20.8134,73.0929,Navsari,Gujarat,unknown
396570,Kharoli,20.8134,73.0929,Navsari,Gujarat,unknown
396580,Ranifalia,20.8134,73.0929,Navsari,Gujarat,unknown
396590,Sara,20.8134,73.0929,Navsari,Gujarat,unknown
400001,M.P.T.,18.9474,72.8138,Mumbai,Maharashtra,unknown
400002,S. C. Court,18.9474,72.8138,Mumbai,Maharashtra,unknown
400003,Mandvi (Mumbai),18.95,72.8333,Mumbai,Maharashtra,unknown
400004,Opera House,18.95,72.8167,Mumbai,Maharashtra,unknown
400005,Holiday Camp,18.9069,72.8106,Mumbai,Maharashtra,unknown
400006,Malabar Hill,18.9808,72.8338,Mumbai,Maharashtra,unknown
400007,Bharat Nagar (Mumbai),18.9636,72.8193,Mumbai,Maharashtra,unknown
400008,M A Marg,18.9474,72.8138,Mumbai,Maharashtra,unknown
400009,Chinchbunder,18.9474,72.8138,Mumbai,Maharashtra,unknown
400010,Mazgaon,18.9681,72.845,Mumbai,Maharashtra,unknown
400011,BPC  Jacob Circle,18.9833,72.8333,Mumbai,Maharashtra,unknown
400012,Parel Rly Work Shop,19.0,72.8333,Mumbai,Maharashtra,unknown
400013,Delisle Road,19.0073,72.8421,Mumbai,Maharashtra,unknown
400014,Naigaon (Mumbai),19.0073,72.8421,Mumbai,Maharashtra,unknown
400015,Sewri,19.0,72.85,Mumbai,Maharashtra,unknown
400016,Mahim H.O,19.0073,72.8421,Mumbai,Maharashtra,unknown
400017,Dharavi Road,19.05,72.8667,Mumbai,Maharashtra,unknown
400018,Worli,19.0167,72.8167,Mumbai,Maharashtra,unknown
400019,Matunga,19.0333,72.85,Mumbai,Maharashtra,unknown
400020,Churchgate,18.986,72.8259,Mumbai,Maharashtra,unknown
400021,Nariman Point,18.9274,72.8241,Mumbai,Maharashtra,unknown
400022,Raoli Camp,19.0333,72.85,Mumbai,Maharashtra,unknown
400024,Nehru Nagar (Mumbai),18.986,72.8259,Mumbai,Maharashtra,unknown
400025,Prabhadevi,19.0164,72.8294,Mumbai,Maharashtra,unknown
400026,Cumballa Sea Face,18.9667,72.8,Mumbai,Maharashtra,unknown
400027,V J B Udyan,18.986,72.8259,Mumbai,Maharashtra,unknown
400028,Gokhale Road (Mumbai),18.986,72.8259,Mumbai,Maharashtra,unknown
400029,A I Staff Colony,18.986,72.8259,Mumbai,Maharashtra,unknown
400030,Worli Colony,19.0031,72.8456,Mumbai,Maharashtra,unknown
400031,Kidwai Nagar (Mumbai),19.0167,72.85,Mumbai,Maharashtra,unknown
400032,High Court Building (Mumbai),19.0031,72.8456,Mumbai,Maharashtra,unknown
400033,Kalachowki,18.9896,72.8411,Mumbai,Maharashtra,unknown
400034,Haji Ali,19.0031,72.8456,Mumbai,Maharashtra,unknown
400035,Rajbhavan (Mumbai),19.0031,72.8456,Mumbai,Maharashtra,unknown
400037,Antop Hill,19.0031,72.8456,Mumbai,Maharashtra,unknown
400042,Bhandup East,18.9808,72.8338,Mumbai,Maharashtra,unknown
400043,Shivaji Nagar (Mumbai),18.9808,72.8338,Mumbai,Maharashtra,unknown
400049,Juhu,18.9808,72.8338,Mumbai,Maharashtra,unknown
400050,Bandra West,18.9808,72.8338,Mumbai,Maharashtra,unknown
400051,Kherwadi,18.9808,72.8338,Mumbai,Maharashtra,unknown
400052,Khar Delivery,18.9808,72.8338,Mumbai,Maharashtra,unknown
400053,Azad Nagar (Mumbai),18.9808,72.8338,Mumbai,Maharashtra,unknown
400054,Santacruz Central,18.9808,72.8338,Mumbai,Maharashtra,unknown
400055,Vakola,18.9808,72.8338,Mumbai,Maharashtra,unknown
400056,Vileparle(West),18.9808,72.8338,Mumbai,Maharashtra,unknown
400057,Vileparle Railway Station,18.9808,72.8338,Mumbai,Maharashtra,unknown
400058,H.M.P. School,18.9808,72.8338,Mumbai,Maharashtra,unknown
400059,Marol Bazar,18.9808,72.8338,Mumbai,Maharashtra,unknown
400060,Jogeshwari East,18.9808,72.8338,Mumbai,Maharashtra,unknown
400061,Madh,18.9808,72.8338,Mumbai,Maharashtra,unknown
400063,Goregaon East,18.9808,72.8338,Mumbai,Maharashtra,unknown
400064,Liberty Garden,18.9808,72.8338,Mumbai,Maharashtra,unknown
400065,S R P F Camp,18.9808,72.8338,Mumbai,Maharashtra,unknown
400066,Daulat Nagar (Mumbai),18.9808,72.8338,Mumbai,Maharashtra,unknown
400067,Kandivali West,18.9808,72.8338,Mumbai,Maharashtra,unknown
400068,Dahisar RS,18.9808,72.8338,Mumbai,Maharashtra,unknown
400069,Nagardas Road,18.9808,72.8338,Mumbai,Maharashtra,unknown
400070,Netajinagar,18.9808,72.8338,Mumbai,Maharashtra,unknown
400071,Sindhi Society,18.9808,72.8338,Mumbai,Maharashtra,unknown
400072,Sakinaka,18.9808,72.8338,Mumbai,Maharashtra,unknown
400074,Chembur Extension,18.9808,72.8338,Mumbai,Maharashtra,unknown
400075,R.A.Nagar,18.9808,72.8338,Mumbai,Maharashtra,unknown
400076,Powai Iit,18.9808,72.8338,Mumbai,Maharashtra,unknown
400077,Rajawadi,18.9808,72.8338,Mumbai,Maharashtra,unknown
400078,Bhandup West,18.9808,72.8338,Mumbai,Maharashtra,unknown
400079,Psm Colony,18.9808,72.8338,Mumbai,Maharashtra,unknown
400080,Mulund Dd Road,18.9808,72.8338,Mumbai,Maharashtra,unknown
400081,Mhada Colony,18.9808,72.8338,Mumbai,Maharashtra,unknown
400082,Bhandup Complex,18.9808,72.8338,Mumbai,Maharashtra,unknown
400083,Tagore Nagar,18.9808,72.8338,Mumbai,Maharashtra,unknown
400084,Barve Nagar,18.9808,72.8338,Mumbai,Maharashtra,unknown
400085,BARC,18.9808,72.8338,Mumbai,Maharashtra,unknown
400086,Ghatkopar West,18.9808,72.8338,Mumbai,Maharashtra,unknown
400087,NITIE,18.9808,72.8338,Mumbai,Maharashtra,unknown
400088,T.F.Donar,18.9808,72.8338,Mumbai,Maharashtra,unknown
400089,Chembur Rs,18.9808,72.8338,Mumbai,Maharashtra,unknown
400091,Borivali H.O,18.9808,72.8338,Mumbai,Maharashtra,unknown
400092,Borivali West,18.9808,72.8338,Mumbai,Maharashtra,unknown
400093,Chakala Midc,18.9808,72.8338,Mumbai,Maharashtra,unknown
400094,Anushakti Nagar,18.9808,72.8338,Mumbai,Maharashtra,unknown
400095,Ins Hamla,18.9808,72.8338,Mumbai,Maharashtra,unknown
400096,Seepz,18.9808,72.8338,Mumbai,Maharashtra,unknown
400097,Rani Sati Marg,18.9808,72.8338,Mumbai,Maharashtra,unknown
400098,Vidyanagari,18.9808,72.8338,Mumbai,Maharashtra,unknown
400099,Sahar P & T Colony,18.9808,72.8338,Mumbai,Maharashtra,unknown
400101,Kandivali East,18.9808,72.8338,Mumbai,Maharashtra,unknown
400102,Oshiwara,18.9808,72.8338,Mumbai,Maharashtra,unknown
400103,Mandapeshwar,18.9808,72.8338,Mumbai,Maharashtra,unknown
400104,Bangur Nagar,18.9808,72.8338,Mumbai,Maharashtra,unknown
400601,Thane R.S.,19.1941,73.0002,Thane,Maharashtra,unknown
400602,Naupada (Thane),19.1941,73.0002,Thane,Maharashtra,unknown
400603,Kopri Colony,19.1941,73.0002,Thane,Maharashtra,unknown
400604,Wagle I.E.,19.1941,73.0002,Thane,Maharashtra,unknown
400605,Kalwa,19.1941,73.0002,Thane,Maharashtra,unknown
400606,Jekegram,19.1941,73.0002,Thane,Maharashtra,unknown
400607,Sandozbaugh,19.1941,73.0002,Thane,Maharashtra,unknown
400608,Balkum,19.1941,73.0002,Thane,Maharashtra,unknown
400610,Apna Bazar,19.1941,73.0002,Thane,Maharashtra,unknown
400612,Kausa,19.1941,73.0002,Thane,Maharashtra,unknown
400614,Belapur Node- V,19.1941,73.0002,Thane,Maharashtra,unknown
400615,Kasarvadavali,19.1941,73.0002,Thane,Maharashtra,unknown
400701,Ghansoli,19.1167,72.9833,Thane,Maharashtra,unknown
400702,ONGC-dronagiri,18.8975,72.9407,Raigarh(MH),Maharashtra,unknown
400703,Vashi (Thane),19.0787,73.0005,Thane,Maharashtra,unknown
400704,Mora,18.9086,72.9299,Raigarh(MH),Maharashtra,unknown
400706,Nerul Node-II,19.36,73.3279,Thane,Maharashtra,unknown
400707,Navghar,18.9894,72.961,Raigarh(MH),Maharashtra,unknown
400708,Airoli,19.151,72.9962,Thane,Maharashtra,unknown
400709,Kopar Khairne,19.36,73.3279,Thane,Maharashtra,unknown
400710,Millenium Business Park,19.36,73.3279,Thane,Maharashtra,unknown
401101,Bhayander West,19.4115,73.396,Thane,Maharashtra,unknown
401102,Virathan Budruk,19.36,73.3279,Thane,Maharashtra,unknown
401103,Chandigaon,19.36,73.3279,Thane,Maharashtra,unknown
401105,Bhayander East,19.4115,73.396,Thane,Maharashtra,unknown
401106,Dongri,19.285,72.8086,Thane,Maharashtra,unknown
401107,Mira,19.2836,72.8675,Thane,Maharashtra,unknown
401201,Bhuigaon,19.36,73.3279,Thane,Maharashtra,unknown
401202,Bassein Road,19.36,73.3279,Thane,Maharashtra,unknown
401203,Umrale,19.36,73.3279,Thane,Maharashtra,unknown
401204,Vajreshwari,19.36,73.3279,Thane,Maharashtra,unknown
401206,Ganeshpuri,19.36,73.3279,Thane,Maharashtra,unknown
401207,Naigaon,19.36,73.3279,Thane,Maharashtra,unknown
401208,Sasun Navghar,19.36,73.3279,Thane,Maharashtra,unknown
401209,Nallosapare E,19.36,73.3279,Thane,Maharashtra,unknown
401301,Vatar,19.36,73.3279,Thane,Maharashtra,unknown
401302,Arnala,19.36,73.3279,Thane,Maharashtra,unknown
401303,Mandvi,19.36,73.3279,Thane,Maharashtra,unknown
401304,Kalamb,19.36,73.3279,Thane,Maharashtra,unknown
401305,Virar East,19.3291,73.109,Thane,Maharashtra,unknown
401401,Kelwa Road,19.36,73.3279,Thane,Maharashtra,unknown
401402,Kelwa-mahim,19.36,73.3279,Thane,Maharashtra,unknown
401403,Kurze,19.36,73.3279,Thane,Maharashtra,unknown
401404,Palghar H.O,19.36,73.3279,Thane,Maharashtra,unknown
401405,Nihe,19.36,73.3279,Thane,Maharashtra,unknown
401501,Bategaon,19.36,73.3279,Thane,Maharashtra,unknown
401502,Ghiwali,19.36,73.3279,Thane,Maharashtra,unknown
401503,Varor,19.36,73.3279,Thane,Maharashtra,unknown
401504,Tarapur App,19.36,73.3279,Thane,Maharashtra,unknown
401506,Tarapur Ti,19.36,73.3279,Thane,Maharashtra,unknown
401601,Narpad,19.36,73.3279,Thane,Maharashtra,unknown
401602,Dahanu Road,19.36,73.3279,Thane,Maharashtra,unknown
401603,Dabheri,19.36,73.3279,Thane,Maharashtra,unknown
401604,Udhale,19.36,73.3279,Thane,Maharashtra,unknown
401605,Medhi,19.36,73.3279,Thane,Maharashtra,unknown
401606,Acchad,19.5949,73.3603,Thane,Maharashtra,unknown
401607,Talawada,19.36,73.3279,Thane,Maharashtra,unknown
401608,Dahanu TPS,19.36,73.3279,Thane,Maharashtra,unknown
401609,Suryanagar (Thane),19.36,73.3279,Thane,Maharashtra,unknown
401610,Dapchari,19.36,73.3279,Thane,Maharashtra,unknown
401701,Borigaon,19.36,73.3279,Thane,Maharashtra,unknown
401702,Gholvad,19.36,73.3279,Thane,Maharashtra,unknown
401703,Kosbad-hill,19.36,73.3279,Thane,Maharashtra,unknown
402101,Sanderi,18.9742,73.7698,Raigarh(MH),Maharashtra,unknown
402102,Veer,17.8516,73.2615,Raigarh(MH),Maharashtra,unknown
402103,Devali,18.9742,73.7698,Raigarh(MH),Maharashtra,unknown
402104,Kharavali,18.9742,73.7698,Raigarh(MH),Maharashtra,unknown
402105,Khamgaon,20.1841,75.4923,Raigarh(MH),Maharashtra,unknown
402106,Palas,18.9742,73.7698,Raigarh(MH),Maharashtra,unknown
402107,Gagode Budruk,18.8375,73.255,Raigarh(MH),Maharashtra,unknown
402108,Shahapur,19.4523,73.3257,Raigarh(MH),Maharashtra,unknown
402109,Medha,17.7941,73.8287,Raigarh(MH),Maharashtra,unknown
402110,Shriwardhan,18.6704,73.3791,Raigarh(MH),Maharashtra,unknown
402111,Bhonang,18.5411,72.9884,Raigarh(MH),Maharashtra,unknown
402112,Talashet,18.3542,73.2313,Raigarh(MH),Maharashtra,unknown
402113,Chikhlap,18.0908,72.9989,Raigarh(MH),Maharashtra,unknown
402114,Kolmandla,18.6704,73.3791,Raigarh(MH),Maharashtra,unknown
402115,Narvan,18.6704,73.3791,Raigarh(MH),Maharashtra,unknown
402116,Roth Khurd,18.6704,73.3791,Raigarh(MH),Maharashtra,unknown
402117,Dahivali,18.6704,73.3791,Raigarh(MH),Maharashtra,unknown
402120,Shirawali,19.9808,77.6997,Raigarh(MH),Maharashtra,unknown
402122,Govele,19.9808,77.6997,Raigarh(MH),Maharashtra,unknown
402125,PCTS Nagothane,19.9808,77.6997,Raigarh(MH),Maharashtra,unknown
402126,Pipenagar,19.9808,77.6997,Raigarh(MH),Maharashtra,unknown
402201,Alibag H.O,18.8037,72.8873,Raigarh(MH),Maharashtra,unknown
402202,Korlai,18.5167,72.9,Raigarh(MH),Maharashtra,unknown
402203,Usar,19.9934,72.7481,Raigarh(MH),Maharashtra,unknown
402204,Bamangaon,18.6272,72.9406,Raigarh(MH),Maharashtra,unknown
402207,Thal (Raigarh(MH)),18.8037,72.8873,Raigarh(MH),Maharashtra,unknown
402208,Zirad,18.7547,72.89,Raigarh(MH),Maharashtra,unknown
402209,Narangi,18.6643,72.8914,Raigarh(MH),Maharashtra,unknown
402301,Sawad,18.3484,73.1603,Raigarh(MH),Maharashtra,unknown
402302,Walan Khurd,16.8575,74.1864,Raigarh(MH),Maharashtra,unknown
402303,Devla,19.5393,76.3648,Raigarh(MH),Maharashtra,unknown
402304,Talawali Terfe Diwali,18.3724,74.1239,Raigarh(MH),Maharashtra,unknown
402305,Khardi,18.3724,74.1239,Raigarh(MH),Maharashtra,unknown
402306,Taliye,18.3724,74.1239,Raigarh(MH),Maharashtra,unknown
402307,Kavale,17.7425,73.2869,Raigarh(MH),Maharashtra,unknown
402308,Vile,19.1,72.8333,Raigarh(MH),Maharashtra,unknown
402309,Kusgaon,18.3923,74.1545,Raigarh(MH),Maharashtra,unknown
402401,Agardanda,18.3777,72.9339,Raigarh(MH),Maharashtra,unknown
402402,Kudgaon,18.2406,72.9732,Raigarh(MH),Maharashtra,unknown
402403,Sarve,18.2545,72.945,Raigarh(MH),Maharashtra,unknown
402404,Nagloli,18.1733,72.9917,Raigarh(MH),Maharashtra,unknown
403001,Miramar,15.4723,73.8097,North Goa,Goa,unknown
403002,Caranzalem,15.4672,73.8119,North Goa,Goa,unknown
403004,Matri Indian Antartic Station,15.4785,73.8339,North Goa,Goa,unknown
403005,Santa Cruz,15.4752,73.8456,North Goa,Goa,unknown
403006,Chimbel,15.4992,73.8682,North Goa,Goa,unknown
403101,Penha De France,15.5111,73.8283,North Goa,Goa,unknown
403102,Chorao,15.4761,73.9417,North Goa,Goa,unknown
403103,Tarvalem,15.4761,73.9417,North Goa,Goa,unknown
403104,Neura,15.4426,73.9174,North Goa,Goa,unknown
403105,Pale,15.4667,74.0833,North Goa,Goa,unknown
403106,Sant Estevam,15.1964,74.1184,South Goa,Goa,unknown
403107,Cumbharjua,15.5377,73.984,North Goa,Goa,unknown
403108,Siridao,15.4514,73.8589,North Goa,Goa,unknown
403109,N B Verem,15.4761,73.9417,North Goa,Goa,unknown
403110,Corlim IE,15.4841,73.922,North Goa,Goa,unknown
403114,Pilerne,15.5335,73.7953,North Goa,Goa,unknown
403115,Cundaim I.E.,15.1964,74.1184,South Goa,Goa,unknown
403201,Bambolim Camp,15.4296,73.9419,North Goa,Goa,unknown
403202,Bambolim Complex,15.4296,73.9419,North Goa,Goa,unknown
403203,Pilar (North Goa),15.4296,73.9419,North Goa,Goa,unknown
403204,St. Lourence,15.4296,73.9419,North Goa,Goa,unknown
403206,Goa University,15.4296,73.9419,North Goa,Goa,unknown
403401,Ponda,15.4034,74.0152,North Goa,Goa,unknown
403402,Velha-goa,15.4438,73.8857,North Goa,Goa,unknown
403403,Piedade,15.5297,73.9106,North Goa,Goa,unknown
403404,Marcaim,15.4142,73.9398,North Goa,Goa,unknown
403406,Usgao,15.4333,74.0667,North Goa,Goa,unknown
403409,Betora I.E.,15.1964,74.1184,South Goa,Goa,unknown
403410,Mollem,15.335,74.2254,South Goa,Goa,unknown
403501,Porvorim,15.5859,73.9513,North Goa,Goa,unknown
403502,Tivim,15.6193,73.8442,North Goa,Goa,unknown
403503,Dodamarg,15.6485,73.916,North Goa,Goa,unknown
403504,Mayem,15.5932,73.9457,North Goa,Goa,unknown
403505,Surla,15.5002,74.025,North Goa,Goa,unknown
403506,Cotorem,15.4823,74.1368,North Goa,Goa,unknown
403507,Gurim,15.5945,73.81,North Goa,Goa,unknown
403508,Corjuim,15.5945,73.8682,North Goa,Goa,unknown
403509,Anjuna,15.58,73.7449,North Goa,Goa,unknown
403510,Canca,15.5796,73.7941,North Goa,Goa,unknown
403511,Sangolda,15.5355,73.8154,North Goa,Goa,unknown
403512,Agarwada,15.7096,73.8103,North Goa,Goa,unknown
403513,Dhagalim,15.6575,73.8572,North Goa,Goa,unknown
403515,Candolim,15.5181,73.7626,North Goa,Goa,unknown
403516,Baga,15.5652,73.7552,North Goa,Goa,unknown
403517,Oxel,15.6272,73.7663,North Goa,Goa,unknown
403521,Secretariat (North Goa),15.6235,73.8377,North Goa,Goa,unknown
403523,Pomburpa,15.55,73.85,North Goa,Goa,unknown
403524,Arambol,15.6868,73.7045,North Goa,Goa,unknown
403526,Tivim Ie,15.6235,73.8377,North Goa,Goa,unknown
403527,Mandrem,15.6534,73.7227,North Goa,Goa,unknown
403529,Bicholim Industrial Estate,15.6235,73.8377,North Goa,Goa,unknown
403530,Onda I.E.,15.5276,74.0751,North Goa,Goa,unknown
403601,Nuvem,15.3174,73.9387,South Goa,Goa,unknown
403602,Fatorda,15.3174,73.9387,South Goa,Goa,unknown
403701,Assolna,15.1807,73.9712,South Goa,Goa,unknown
403702,Cotigaon,15.0278,74.0209,South Goa,Goa,unknown
403703,Fatorpa,15.1406,73.9996,South Goa,Goa,unknown
403704,Curdi,15.15,74.1833,South Goa,Goa,unknown
403705,Rivona,15.1784,74.1091,South Goa,Goa,unknown
403706,Xelvona,15.2667,74.0833,South Goa,Goa,unknown
403707,Talaulim,15.2393,73.9624,South Goa,Goa,unknown
403708,Colva,15.2798,73.9228,South Goa,Goa,unknown
403709,St. Jose De Areal,15.2827,74.0422,South Goa,Goa,unknown
403710,Thana,15.3902,73.9062,South Goa,Goa,unknown
403711,Chicalim,15.3984,73.8422,South Goa,Goa,unknown
403712,Cansaulim,15.3367,73.8984,South Goa,Goa,unknown
403713,Majorda,15.314,73.9218,South Goa,Goa,unknown
403714,Assolda,15.1009,74.0283,South Goa,Goa,unknown
403715,Chinchinim,15.2145,73.9755,South Goa,Goa,unknown
403716,Benaulim,15.2644,73.9281,South Goa,Goa,unknown
403717,Carmona,15.2035,73.954,South Goa,Goa,unknown
403718,Loutolim,15.3384,73.9959,South Goa,Goa,unknown
403719,Sem-rachol  Soso,15.2967,73.9417,South Goa,Goa,unknown
403720,Raia,15.305,73.971,South Goa,Goa,unknown
403721,Varca,15.2324,73.9431,South Goa,Goa,unknown
403722,Verna,15.3548,73.9245,South Goa,Goa,unknown
403723,Velim,15.1644,73.9759,South Goa,Goa,unknown
403724,Orlim,15.2215,73.9507,South Goa,Goa,unknown
403725,Dramapur,15.2432,73.9819,South Goa,Goa,unknown
403726,Zuarinagar,15.2046,73.9732,South Goa,Goa,unknown
403728,Loliem Polem,14.9445,74.0714,South Goa,Goa,unknown
403729,Navelim Camp,15.2046,73.9732,South Goa,Goa,unknown
403731,Cavelossim,15.1725,73.9419,South Goa,Goa,unknown
403801,A.P.Terminal,15.3895,73.8253,South Goa,Goa,unknown
403802,Baina,15.3974,73.8207,South Goa,Goa,unknown
403803,Mormugao,15.3891,73.8149,South Goa,Goa,unknown
403804,Sada,15.3895,73.8253,South Goa,Goa,unknown
403806,Bogmalo,15.3739,73.845,South Goa,Goa,unknown
410101,Neral,19.0248,73.3169,Raigarh(MH),Maharashtra,unknown
410102,Matheran,18.9828,73.2652,Raigarh(MH),Maharashtra,unknown
410201,Karjat (Raigarh(MH)),20.3068,74.655,Raigarh(MH),Maharashtra,unknown
410202,Khalapur,18.8298,73.2836,Raigarh(MH),Maharashtra,unknown
410203,Vavoshi,20.6919,75.4244,Raigarh(MH),Maharashtra,unknown
410204,Khopoli Power House,19.576,74.6725,Raigarh(MH),Maharashtra,unknown
410205,Pali (Raigarh(MH)),19.5527,75.3952,Raigarh(MH),Maharashtra,unknown
410206,Somatane,19.5495,74.7128,Raigarh(MH),Maharashtra,unknown
410207,Gulsunde,18.8541,73.1296,Raigarh(MH),Maharashtra,unknown
410208,Devichapada,19.3669,73.1758,Raigarh(MH),Maharashtra,unknown
410210,Kharghar,19.0498,73.0702,Raigarh(MH),Maharashtra,unknown
410216,Jagdish Nagar,19.0498,73.0702,Raigarh(MH),Maharashtra,unknown
410218,Kalamboli Node,19.0498,73.0702,Raigarh(MH),Maharashtra,unknown
410220,Vashivali,18.3667,72.9333,Raigarh(MH),Maharashtra,unknown
410221,Barapada,18.3667,72.9333,Raigarh(MH),Maharashtra,unknown
410222,Mohopada,18.3667,72.9333,Raigarh(MH),Maharashtra,unknown
410301,Khandala,18.7589,73.3694,Pune,Maharashtra,unknown
410302,R P T S Khandala,18.7589,73.3694,Pune,Maharashtra,unknown
410401,Lonavala,18.7528,73.4057,Pune,Maharashtra,unknown
410402,Ins Shivaji Lonavale,18.5716,74.07,Pune,Maharashtra,unknown
410403,Kaivalyadham,18.5716,74.07,Pune,Maharashtra,unknown
410405,Karunj,18.5716,74.07,Pune,Maharashtra,unknown
410406,Pawananagar,18.5716,74.07,Pune,Maharashtra,unknown
410501,Waki BK,18.5716,74.07,Pune,Maharashtra,unknown
410502,Manikdoh,18.5716,74.07,Pune,Maharashtra,unknown
410503,Vadgaon Kashimbeg,19.0044,73.9435,Pune,Maharashtra,unknown
